Township,Area,State,Tenure,Type,Median_Price,Median_PSF,Transactions
SUNNY VILLE CONDOMINIUM,GELUGOR,PENANG,FREEHOLD,CONDOMINIUM,390000.0,420.0,17
TAMAN DESA RELAU 2,RELAU,PENANG,FREEHOLD,APARTMENT,290000.0,385.0,17
SERI MENGKUANG,GELANG PATAH,JOHOR,LEASEHOLD,APARTMENT,180000.0,226.0,17
ENDAH VILLA,SRI PETALING,KUALA LUMPUR,LEASEHOLD,CONDOMINIUM,360000.0,319.0,17
PANGSAPURI NUSA INDAH,BUKIT MERTAJAM,PENANG,FREEHOLD,APARTMENT,130000.0,173.0,17
IMPIANA,ISKANDAR PUTERI (NUSAJAYA),JOHOR,FREEHOLD,APARTMENT,460000.0,415.0,17
D'CASSIA,SEMENYIH,SELANGOR,FREEHOLD,APARTMENT,260000.0,306.0,17
ANGKASA APARTMENT,KOTA KINABALU,SABAH,LEASEHOLD,APARTMENT,300000.0,353.0,17
DESA PALMA,NILAI,NEGERI SEMBILAN,FREEHOLD,APARTMENT,180000.0,228.0,17
TAMAN SOGA,BATU PAHAT,JOHOR,FREEHOLD,FLAT,85000.0,138.0,17
MENARA U,SHAH ALAM,SELANGOR,LEASEHOLD,SERVICE RESIDENCE,335000.0,586.0,17
DESA GREEN,TAMAN DESA,KUALA LUMPUR,FREEHOLD,SERVICE RESIDENCE,480000.0,624.0,17
MENARA MENJALARA,BANDAR MENJALARA,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,430000.0,400.0,17
KENARI,SKUDAI,JOHOR,FREEHOLD,FLAT,130000.0,198.0,17
FLAT BUKIT INDAH,ISKANDAR PUTERI (NUSAJAYA),JOHOR,FREEHOLD,FLAT,200000.0,266.0,17
IDAMAN SENIBONG,PERMAS JAYA,JOHOR,LEASEHOLD,APARTMENT,290000.0,344.0,17
TAMAN ANIKA,MELAKA CITY,MELAKA,LEASEHOLD,FLAT,78000.0,138.0,17
VERVE SUITES,MONT KIARA,KUALA LUMPUR,FREEHOLD,SERVICE RESIDENCE,719000.0,885.0,17
PERMAS VILLE APARTMENT,PERMAS JAYA,JOHOR,FREEHOLD,APARTMENT,400000.0,345.0,17
PERDANA EXCLUSIVE,DAMANSARA PERDANA,SELANGOR,LEASEHOLD,CONDOMINIUM,340000.0,380.0,17
LEADER GARDEN,TANJUNG BUNGAH,PENANG,FREEHOLD,CONDOMINIUM,440000.0,396.0,17
SAUJANA APARTMENT,DAMANSARA DAMAI,SELANGOR,LEASEHOLD,APARTMENT,220000.0,275.0,17
THE SKY EXECUTIVE SUITES,ISKANDAR PUTERI (NUSAJAYA),JOHOR,FREEHOLD,SERVICE RESIDENCE,460000.0,433.0,17
APARTMENT SERI TULIP,SERENDAH,SELANGOR,FREEHOLD,APARTMENT,160000.0,198.0,17
TAMAN PERMAIPURA,BEDONG,KEDAH,FREEHOLD,TERRACE HOUSE,362000.0,246.0,16
TAMAN BUKIT INDAH,ULU KLANG,SELANGOR,LEASEHOLD,BUNGALOW,717500.0,548.0,16
TAMAN BUKIT INDAH,ULU KLANG,SELANGOR,LEASEHOLD,TERRACE HOUSE,717500.0,548.0,16
TAMAN TUNKU MAHERAN,JITRA,KEDAH,FREEHOLD,TERRACE HOUSE,255000.0,168.0,16
SS14,SUBANG JAYA,SELANGOR,FREEHOLD,SEMI D,869000.0,390.0,16
SS14,SUBANG JAYA,SELANGOR,FREEHOLD,TERRACE HOUSE,869000.0,390.0,16
M RESIDENCE,RAWANG,SELANGOR,FREEHOLD,TERRACE HOUSE,623400.0,360.0,16
TAMAN PENGKALAN MINYAK DAMAI,AYER MOLEK,MELAKA,FREEHOLD,CLUSTER HOUSE,337834.0,129.0,16
TAMAN PENGKALAN MINYAK DAMAI,AYER MOLEK,MELAKA,FREEHOLD,TERRACE HOUSE,337834.0,129.0,16
HIJAYU 1,BANDAR SRI SENDAYAN,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,500000.0,283.0,16
"PRIMA PAHANG KAMPUNG BATU 6, LEPAR",KUANTAN,PAHANG,LEASEHOLD,BUNGALOW,152660.0,51.0,16
"PRIMA PAHANG KAMPUNG BATU 6, LEPAR",KUANTAN,PAHANG,LEASEHOLD,SEMI D,152660.0,51.0,16
"ALAM SURIA, PUNCAK ALAM",BANDAR PUNCAK ALAM,SELANGOR,LEASEHOLD,CLUSTER HOUSE,522500.0,288.0,16
"ALAM SURIA, PUNCAK ALAM",BANDAR PUNCAK ALAM,SELANGOR,LEASEHOLD,TERRACE HOUSE,522500.0,288.0,16
SEREMBAN FOREST HEIGHTS,AMPANGAN,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,637500.0,412.0,16
TAMAN COLONIAL,RAUB,PAHANG,FREEHOLD,TERRACE HOUSE,470000.0,285.0,16
TAMAN PUCHONG LAGENDA,PUCHONG,SELANGOR,LEASEHOLD,TERRACE HOUSE,1365000.0,947.0,16
YARRA PARK (EASTFIELD),SUNGAI PETANI,KEDAH,FREEHOLD,TERRACE HOUSE,405900.0,207.0,16
P/L : 10139,KUANTAN,PAHANG,FREEHOLD,TERRACE HOUSE,350000.0,183.0,16
TAMAN DESA SKUDAI,SKUDAI,JOHOR,FREEHOLD,TERRACE HOUSE,455000.0,222.0,16
TAMAN RIANG (SPU),BUTTERWORTH,PENANG,FREEHOLD,TERRACE HOUSE,1044400.0,638.0,16
TAMAN SENTOSA PERDANA,KLANG,SELANGOR,FREEHOLD,TERRACE HOUSE,539000.0,409.0,16
TAMAN DESA DAMAI,BENTONG,PAHANG,FREEHOLD,TERRACE HOUSE,240000.0,192.0,16
BANDAR LAHAT MINES,LAHAT,PERAK,LEASEHOLD,CLUSTER HOUSE,499440.0,232.0,16
TAMAN CEMPAKA (TELUI KIRI),TELOI KIRI,KEDAH,FREEHOLD,TERRACE HOUSE,180000.0,118.0,16
TAMAN SRI GEDONG,SUNGAI PETANI,KEDAH,FREEHOLD,TERRACE HOUSE,232500.0,159.0,16
TAMAN PUCHONG PRIMA,PUCHONG,SELANGOR,FREEHOLD,TERRACE HOUSE,562500.0,451.0,16
CAHAYA ALAM,SHAH ALAM,SELANGOR,LEASEHOLD,TERRACE HOUSE,1209750.0,533.0,16
SAUJANA PERDANA,IJOK,SELANGOR,LEASEHOLD,TERRACE HOUSE,500000.0,410.0,16
TAMAN BAGAN,BUTTERWORTH,PENANG,FREEHOLD,TERRACE HOUSE,655000.0,389.0,16
TAMAN SRI BUNUT,TANJONG DUABELAS,SELANGOR,FREEHOLD,TERRACE HOUSE,669000.0,328.0,16
"SEKSYEN 32, SHAH ALAM",SHAH ALAM,SELANGOR,FREEHOLD,SEMI D,487500.0,316.0,16
"SEKSYEN 32, SHAH ALAM",SHAH ALAM,SELANGOR,FREEHOLD,TERRACE HOUSE,487500.0,316.0,16
LAKE FIELD - MEADOWS & GLADES,SUNGAI BESI,KUALA LUMPUR,LEASEHOLD,TERRACE HOUSE,1325000.0,751.0,16
"TAMAN TROPIKA, JEMENTAH",JEMENTAH,JOHOR,FREEHOLD,TERRACE HOUSE,385000.0,241.0,16
TAMAN SRI PALOH,PALOH,JOHOR,FREEHOLD,SEMI D,308000.0,200.0,16
TAMAN SRI PALOH,PALOH,JOHOR,FREEHOLD,TERRACE HOUSE,308000.0,200.0,16
TAMAN APAS PERMAI,TAWAU,SABAH,LEASEHOLD,TERRACE HOUSE,195000.0,117.0,16
TAMAN JAWI JAYA,SUNGAI JAWI,PENANG,FREEHOLD,SEMI D,459000.0,195.0,16
BANDAR BARU BARAT,KAMPAR,PERAK,LEASEHOLD,TERRACE HOUSE,300000.0,270.0,16
BANDAR BARU SEGARI,LUMUT,PERAK,LEASEHOLD,CLUSTER HOUSE,328000.0,156.0,16
LUYANG PERDANA,KOTA KINABALU,SABAH,LEASEHOLD,SEMI D,1040000.0,537.0,16
LUYANG PERDANA,KOTA KINABALU,SABAH,LEASEHOLD,TERRACE HOUSE,1040000.0,537.0,16
LUYANG PERDANA,KOTA KINABALU,SABAH,LEASEHOLD,TOWN HOUSE,1040000.0,537.0,16
TAMAN INDAH PERMAI,KOTA KINABALU,SABAH,LEASEHOLD,TERRACE HOUSE,520000.0,335.0,16
TAMAN BATU PAHAT,BATU PAHAT,JOHOR,FREEHOLD,SEMI D,300000.0,167.0,16
TAMAN BATU PAHAT,BATU PAHAT,JOHOR,FREEHOLD,TERRACE HOUSE,300000.0,167.0,16
TAMAN SELASEH,BATU CAVES,SELANGOR,LEASEHOLD,TERRACE HOUSE,550000.0,340.0,16
TAMAN JAYA UTAMA,TELOK PANGLIMA GARANG,SELANGOR,FREEHOLD,TERRACE HOUSE,385000.0,302.0,16
TAMAN KULIM UTAMA,KULIM,KEDAH,FREEHOLD,SEMI D,490000.0,232.0,16
TAMAN KULIM UTAMA,KULIM,KEDAH,FREEHOLD,TERRACE HOUSE,490000.0,232.0,16
TAMAN NUSA PERINTIS II,ISKANDAR PUTERI (NUSAJAYA),JOHOR,FREEHOLD,TERRACE HOUSE,498500.0,409.0,16
TAMAN CAHAYA SURIA,ALOR SETAR,KEDAH,FREEHOLD,SEMI D,311111.0,206.0,16
TAMAN CAHAYA SURIA,ALOR SETAR,KEDAH,FREEHOLD,TERRACE HOUSE,311111.0,206.0,16
TAMAN MUZAFFAR SHAH,BUKIT KATIL,MELAKA,LEASEHOLD,SEMI D,280000.0,172.0,16
TAMAN MUZAFFAR SHAH,BUKIT KATIL,MELAKA,LEASEHOLD,TERRACE HOUSE,280000.0,172.0,16
TAMAN MUTIARA MAS,SKUDAI,JOHOR,LEASEHOLD,CLUSTER HOUSE,959000.0,420.0,16
TAMAN AUSTIN HEIGHTS,TEBRAU,JOHOR,FREEHOLD,CLUSTER HOUSE,1200000.0,442.0,16
TAMAN GADONG BAHAGIA,BALAI PANJANG,MELAKA,FREEHOLD,TERRACE HOUSE,312000.0,203.0,16
TAMAN FLORA,KUALA KEDAH,KEDAH,FREEHOLD,SEMI D,421925.0,189.0,16
TAMAN FLORA,KUALA KEDAH,KEDAH,FREEHOLD,TERRACE HOUSE,421925.0,189.0,16
TAMAN SETIAWANGSA,SETIAWANGSA,KUALA LUMPUR,FREEHOLD,TERRACE HOUSE,1140000.0,593.0,16
TROPICANA INDAH RESORT HOMES,KOTA DAMANSARA,SELANGOR,LEASEHOLD,BUNGALOW,2400000.0,630.0,16
TROPICANA INDAH RESORT HOMES,KOTA DAMANSARA,SELANGOR,LEASEHOLD,TERRACE HOUSE,1526237.5,630.0,16
TAMAN GUAR PERAHU (TAMAN BERKAT),KUBANG SEMANG,PENANG,FREEHOLD,TERRACE HOUSE,292500.0,241.0,16
TAMAN PELANGI SEMENYIH 2,BERANANG,SELANGOR,FREEHOLD,TERRACE HOUSE,505000.0,338.0,16
HIJAYU 3,BANDAR SRI SENDAYAN,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,505000.0,277.0,16
FLAT DAISY,MASAI,JOHOR,LEASEHOLD,FLAT,138000.0,193.0,16
SYMPHONY HEIGHTS (SIMFONI HEIGHTS),BATU CAVES,SELANGOR,LEASEHOLD,CONDOMINIUM,380000.0,380.0,16
SINAR BUKIT DUMBAR,JELUTONG,PENANG,FREEHOLD,APARTMENT,305000.0,436.0,16
TANJONG PUTERI APARTMENT,PASIR GUDANG,JOHOR,FREEHOLD,APARTMENT,170000.0,177.0,16
NILAI 3,NILAI,NEGERI SEMBILAN,FREEHOLD,APARTMENT,100000.0,135.0,16
SENTROVUE,SHAH ALAM,SELANGOR,LEASEHOLD,SERVICE RESIDENCE,300000.0,356.0,16
SRI ANGKASA APARTMENT,KLANG,SELANGOR,FREEHOLD,FLAT,143000.0,221.0,16
GAMBIER HEIGHTS,GELUGOR,PENANG,FREEHOLD,APARTMENT,345000.0,486.0,16
PLATINUM LAKE PV 16,SETAPAK,KUALA LUMPUR,LEASEHOLD,CONDOMINIUM,520000.0,364.0,16
SEJATI UJANA,SANDAKAN,SABAH,LEASEHOLD,APARTMENT,200000.0,292.0,16
PRIMA BAYU APARTMENT,KLANG,SELANGOR,FREEHOLD,APARTMENT,370000.0,321.0,16
TASIK HEIGHTS APARTMENT,BANDAR TASIK SELATAN,KUALA LUMPUR,LEASEHOLD,APARTMENT,290000.0,332.0,16
PANGSAPURI SUBANG SURIA,SUNGAI BULOH,SELANGOR,LEASEHOLD,APARTMENT,270000.0,342.0,16
SD TIARA APARTMENT,BANDAR SRI DAMANSARA,SELANGOR,FREEHOLD,APARTMENT,322500.0,384.0,16
DESA PINANG 2,JELUTONG,PENANG,LEASEHOLD,FLAT,257500.0,423.0,16
CYBERSQUARE,CYBERJAYA,SELANGOR,FREEHOLD,SERVICE RESIDENCE,250000.0,476.0,16
IDAMAN SEROJA,SUNGAI ARA,PENANG,FREEHOLD,APARTMENT,249000.0,383.0,16
VIM 3 @ DESA PARK NORTH,KEPONG,KUALA LUMPUR,LEASEHOLD,SERVICE RESIDENCE,412500.0,774.0,16
DESA BAYAN APARTMENT,BAYAN LEPAS,PENANG,FREEHOLD,APARTMENT,345000.0,486.0,16
RUMAH PANGSA AKASIA,ULU TIRAM,JOHOR,FREEHOLD,FLAT,135000.0,232.0,16
PEARL AVENUE,KAJANG,SELANGOR,FREEHOLD,CONDOMINIUM,330000.0,301.0,16
TAMAN TUN TEJA,RAWANG,SELANGOR,LEASEHOLD,FLAT,215000.0,264.0,16
DESA INTAN,AYER ITAM,PENANG,FREEHOLD,FLAT,195000.0,307.0,16
VISTA ANGKASA,PANTAI,KUALA LUMPUR,LEASEHOLD,APARTMENT,330000.0,406.0,16
DESA GREEN,JELUTONG,PENANG,FREEHOLD,APARTMENT,307500.0,439.0,16
REGENCY HEIGHTS CONDO,SUNGAI ARA,PENANG,FREEHOLD,CONDOMINIUM,502500.0,396.0,16
GOLDEN HILLS RESORT (AMBER COURT APARTMENT),GENTING HIGHLANDS,PAHANG,FREEHOLD,APARTMENT,211500.0,232.0,16
TAMAN SURIA,PENAMPANG,SABAH,LEASEHOLD,FLAT,250000.0,326.0,16
SKYRIDGE GARDEN,TANJONG TOKONG,PENANG,FREEHOLD,CONDOMINIUM,835000.0,633.0,16
SERI KASTURI APARTMENTS,SETIA ALAM,SELANGOR,FREEHOLD,APARTMENT,390000.0,407.0,16
BANDAR BARU UDA,JOHOR BAHRU,JOHOR,LEASEHOLD,FLAT,161500.0,289.0,16
AUSTIN SUITES (PERMATA AUSTIN),TEBRAU,JOHOR,FREEHOLD,APARTMENT,330000.0,462.0,16
PUTRA MAJESTIK,JALAN IPOH,KUALA LUMPUR,FREEHOLD,SERVICE RESIDENCE,500000.0,494.0,16
SERI BAIDURI,SETIA ALAM,SELANGOR,FREEHOLD,APARTMENT,357500.0,386.0,16
OCEAN VIEW RESORT,PORT DICKSON,NEGERI SEMBILAN,FREEHOLD,CONDOMINIUM,84000.0,111.0,16
OCEAN VIEW RESORT,PORT DICKSON,NEGERI SEMBILAN,FREEHOLD,SERVICE RESIDENCE,84000.0,111.0,16
THE TAMARIND,TANJONG TOKONG,PENANG,FREEHOLD,SERVICE RESIDENCE,855000.0,767.0,16
DELIMA INTAN APARTMENT,BUKIT MINYAK,PENANG,FREEHOLD,APARTMENT,280000.0,356.0,16
TAMAN JATI,KULIM,KEDAH,FREEHOLD,FLAT,120000.0,206.0,16
TAMAN KAJANG PERDANA,KAJANG,SELANGOR,LEASEHOLD,FLAT,42000.0,64.0,16
ENDAH RIA,SRI PETALING,KUALA LUMPUR,LEASEHOLD,CONDOMINIUM,307500.0,320.0,16
PUTATAN PLATINUM APARTMENT,PENAMPANG,SABAH,FREEHOLD,APARTMENT,294000.0,346.0,16
ARAGREENS,ARA DAMANSARA,SELANGOR,FREEHOLD,SERVICE RESIDENCE,1341465.0,874.0,16
VISTA MUTIARA,KEPONG,KUALA LUMPUR,LEASEHOLD,APARTMENT,379000.0,364.0,16
TAMAN PINGGIRAN PUTRA SEKSYEN 2,SERI KEMBANGAN,SELANGOR,LEASEHOLD,BUNGALOW,590000.0,291.0,15
TAMAN PINGGIRAN PUTRA SEKSYEN 2,SERI KEMBANGAN,SELANGOR,LEASEHOLD,TERRACE HOUSE,590000.0,291.0,15
TAMAN AMANAH,TANJONG DUABELAS,SELANGOR,FREEHOLD,TERRACE HOUSE,425000.0,278.0,15
TAMAN DESA INDAH,NILAI,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,393000.0,239.0,15
TAMAN TUNKU SARINA,JITRA,KEDAH,FREEHOLD,TERRACE HOUSE,325000.0,182.0,15
SS17,SUBANG JAYA,SELANGOR,FREEHOLD,TERRACE HOUSE,880000.0,471.0,15
NUSARI AMAN 1,BANDAR SRI SENDAYAN,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,345000.0,247.0,15
HILL PARK HOME,KAJANG,SELANGOR,FREEHOLD,SEMI D,600000.0,407.0,15
HILL PARK HOME,KAJANG,SELANGOR,FREEHOLD,TERRACE HOUSE,600000.0,407.0,15
"P/L 2366, 2367, 3694, 3752 & 4169",KUANTAN,PAHANG,FREEHOLD,TERRACE HOUSE,468880.0,305.0,15
"TAMAN SRI MEWAH, MERU",KAPAR,SELANGOR,FREEHOLD,TERRACE HOUSE,610000.0,441.0,15
KOTA SERIBONG,PADANG ENGGANG,KELANTAN,LEASEHOLD,TERRACE HOUSE,470000.0,361.0,15
TAMAN TASEK GELUGOR UTAMA (SCIENTEX),TASEK GELUGOR,PENANG,FREEHOLD,TERRACE HOUSE,310000.0,294.0,15
REGENT PARK,MIRI,SARAWAK,LEASEHOLD,TERRACE HOUSE,338888.0,233.0,15
TAMAN SERI WAWASAN 3,TERAS,PAHANG,FREEHOLD,TERRACE HOUSE,538000.0,299.0,15
TAMAN PLATINUM (RESIDENSI GATE),DENGKIL,SELANGOR,FREEHOLD,TERRACE HOUSE,737800.0,460.0,15
SALAK SOUTH GARDEN (TAMAN SALAK SELATAN),SALAK SELATAN,KUALA LUMPUR,FREEHOLD,TERRACE HOUSE,550000.0,349.0,15
TAMAN KARISMA IMPIAN,SITIAWAN,PERAK,FREEHOLD,TERRACE HOUSE,298800.0,193.0,15
PINGGIRAN PUTRA 4 (PL 3178),KUANTAN,PAHANG,FREEHOLD,TERRACE HOUSE,335000.0,157.0,15
TAMAN INTAN DUYUNG,PORT DICKSON,NEGERI SEMBILAN,LEASEHOLD,TERRACE HOUSE,220000.0,150.0,15
TAMAN EHSAN JAYA,JOHOR BAHRU,JOHOR,LEASEHOLD,TERRACE HOUSE,778000.0,455.0,15
TAMAN SENAWANG PERDANA,RANTAU,NEGERI SEMBILAN,FREEHOLD,BUNGALOW,715000.0,172.0,15
TAMAN SRI PERDANA,LAHAD DATU,SABAH,LEASEHOLD,SEMI D,550000.0,191.0,15
TAMAN SRI PERDANA,LAHAD DATU,SABAH,LEASEHOLD,TERRACE HOUSE,550000.0,191.0,15
TAMAN BUKIT FLORA,BATU PAHAT,JOHOR,FREEHOLD,TERRACE HOUSE,245000.0,236.0,15
TAMAN KOTA LAKSAMANA SEKSYEN 1,MELAKA CITY,MELAKA,LEASEHOLD,TERRACE HOUSE,470000.0,279.0,15
TAMAN KOTA LAKSAMANA SEKSYEN 1,MELAKA CITY,MELAKA,LEASEHOLD,TOWN HOUSE,470000.0,279.0,15
SETIA PULAU MUTIARA,BAYAN LEPAS,PENANG,FREEHOLD,TERRACE HOUSE,1331000.0,686.0,15
TAMAN DESA DAMAI,BUKIT MERTAJAM,PENANG,FREEHOLD,SEMI D,499800.0,281.0,15
TAMAN DESA DAMAI,BUKIT MERTAJAM,PENANG,FREEHOLD,TERRACE HOUSE,499800.0,281.0,15
TAMAN MAYANG LESTARI,JASIN,MELAKA,LEASEHOLD,CLUSTER HOUSE,285000.0,164.0,15
TAMAN MAYANG LESTARI,JASIN,MELAKA,LEASEHOLD,TERRACE HOUSE,285000.0,164.0,15
TAMAN SRI JAYA 1 & 2,KLUANG,JOHOR,FREEHOLD,TERRACE HOUSE,250000.0,169.0,15
BANDAR BARU KANGKAR PULAI,SKUDAI,JOHOR,LEASEHOLD,CLUSTER HOUSE,498000.0,239.0,15
BANDAR BARU KANGKAR PULAI,SKUDAI,JOHOR,LEASEHOLD,TERRACE HOUSE,498000.0,239.0,15
TAMAN BERSATU,SIMPANG PULAI,PERAK,LEASEHOLD,TERRACE HOUSE,199000.0,204.0,15
TAMAN BUNGA RAYA,SETAPAK,KUALA LUMPUR,FREEHOLD,TERRACE HOUSE,520000.0,363.0,15
PULAU SERAI / G BINJAI / DARAT PELANDANG,DUNGUN,TERENGGANU,FREEHOLD,BUNGALOW,340000.0,111.0,15
PULAU SERAI / G BINJAI / DARAT PELANDANG,DUNGUN,TERENGGANU,FREEHOLD,SEMI D,340000.0,111.0,15
TAMAN DELIMA,SUNGAI PETANI,KEDAH,FREEHOLD,SEMI D,260000.0,115.0,15
TAMAN DELIMA,SUNGAI PETANI,KEDAH,FREEHOLD,TERRACE HOUSE,260000.0,115.0,15
TAMAN MALURI,CHERAS,KUALA LUMPUR,LEASEHOLD,TERRACE HOUSE,780000.0,303.0,15
TAMAN TASIK SEMENYIH,SEMENYIH,SELANGOR,LEASEHOLD,TERRACE HOUSE,465000.0,150.0,15
SEKSYEN 5 - KOTA DAMANSARA,KOTA DAMANSARA,SELANGOR,LEASEHOLD,TERRACE HOUSE,930000.0,528.0,15
NUSA DUTA,SKUDAI,JOHOR,FREEHOLD,CLUSTER HOUSE,1350000.0,397.0,15
NUSA DUTA,SKUDAI,JOHOR,FREEHOLD,SEMI D,1350000.0,397.0,15
TAMAN TERENDAK PERMAI,SUNGAI UDANG,MELAKA,FREEHOLD,TERRACE HOUSE,270000.0,175.0,15
TAMAN KANTAN PERMAI,KAJANG,SELANGOR,LEASEHOLD,TERRACE HOUSE,370000.0,361.0,15
TAMAN SAGA INDAH,MENTAKAB,PAHANG,LEASEHOLD,TERRACE HOUSE,219000.0,157.0,15
BANDAR DATARAN SEGAR,LUKUT,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,459000.0,313.0,15
TAMAN NUSA JAYA MAS,ISKANDAR PUTERI (NUSAJAYA),JOHOR,FREEHOLD,TERRACE HOUSE,520000.0,325.0,15
TAMAN AMAN,KULAI,JOHOR,FREEHOLD,TERRACE HOUSE,280000.0,253.0,15
M RESIDENCE 2,RAWANG,SELANGOR,LEASEHOLD,TERRACE HOUSE,585000.0,346.0,15
TAMAN SURIA (SUN LAND RESIDENCE),IPOH,PERAK,LEASEHOLD,TERRACE HOUSE,548000.0,329.0,15
TAMAN KLEDANG MAS,IPOH,PERAK,LEASEHOLD,TERRACE HOUSE,320000.0,230.0,15
TAMAN BUKIT RAHMAN PUTRA,RAWANG,SELANGOR,FREEHOLD,TERRACE HOUSE,680000.0,404.0,15
TAMAN MERBAU INDAH,TRIANG,PAHANG,FREEHOLD,TERRACE HOUSE,200000.0,154.0,15
AUSTRA HEIGHT,BINTULU,SARAWAK,LEASEHOLD,TERRACE HOUSE,380000.0,340.0,15
TAMAN SENIMAS,KUALA PILAH,NEGERI SEMBILAN,FREEHOLD,BUNGALOW,199000.0,127.0,15
TAMAN SENIMAS,KUALA PILAH,NEGERI SEMBILAN,FREEHOLD,TERRACE HOUSE,199000.0,127.0,15
TAMAN PEKATRA INDAH,SIMPANG AMPAT,PENANG,LEASEHOLD,TERRACE HOUSE,280000.0,201.0,15
TAMAN MEGAH,BATU PAHAT,JOHOR,FREEHOLD,TERRACE HOUSE,330000.0,195.0,15
ISLAND PARK,JELUTONG,PENANG,FREEHOLD,SEMI D,1800000.0,590.0,15
ISLAND PARK,JELUTONG,PENANG,FREEHOLD,TERRACE HOUSE,1526237.5,590.0,15
TAMAN PERTAM JAYA,MELAKA CITY,MELAKA,LEASEHOLD,TERRACE HOUSE,580000.0,402.0,15
TAMAN BAYU PERDANA,KLANG,SELANGOR,FREEHOLD,TERRACE HOUSE,560000.0,368.0,15
TAMAN BAYU MUTIARA,BUKIT MERTAJAM,PENANG,FREEHOLD,SEMI D,650000.0,426.0,15
TAMAN BAYU MUTIARA,BUKIT MERTAJAM,PENANG,FREEHOLD,TERRACE HOUSE,650000.0,426.0,15
TAMAN FAJAR,SANDAKAN,SABAH,LEASEHOLD,TERRACE HOUSE,320000.0,222.0,15
SETIA INDAH 12,SETIA ALAM,SELANGOR,FREEHOLD,TERRACE HOUSE,802000.0,561.0,15
INDERA SEMPURNA,KUANTAN,PAHANG,LEASEHOLD,SEMI D,220000.0,158.0,15
INDERA SEMPURNA,KUANTAN,PAHANG,LEASEHOLD,TERRACE HOUSE,220000.0,158.0,15
SRI TANJUNG,PUCHONG,SELANGOR,FREEHOLD,APARTMENT,430000.0,425.0,15
WESTSIDE THREE,DESA PARKCITY,KUALA LUMPUR,FREEHOLD,CONDOMINIUM,1550000.0,1007.0,15
METROPOLITAN SQUARE,DAMANSARA PERDANA,SELANGOR,LEASEHOLD,SERVICE RESIDENCE,460000.0,445.0,15
KENANGA APARTMENT,SERENDAH,SELANGOR,FREEHOLD,FLAT,50000.0,77.0,15
SERI AUSTIN RESIDENCE (PANGSAPURI SERI AUSTIN),TEBRAU,JOHOR,FREEHOLD,APARTMENT,388000.0,436.0,15
PANGSAPURI PALMA,KLANG,SELANGOR,FREEHOLD,APARTMENT,170000.0,259.0,15
GRAVIT8,PORT KLANG,SELANGOR,FREEHOLD,SERVICE RESIDENCE,380000.0,492.0,15
TAMAN SURIA JAYA,KUCHING,SARAWAK,LEASEHOLD,FLAT,105000.0,163.0,15
AUSTIN REGENCY (PANGSAPURI AUSTIN PERDANA),TEBRAU,JOHOR,FREEHOLD,APARTMENT,380000.0,470.0,15
COCOBAY RESORT,PORT DICKSON,NEGERI SEMBILAN,FREEHOLD,CONDOMINIUM,90000.0,124.0,15
SUTRAMAS,PUCHONG,SELANGOR,FREEHOLD,APARTMENT,320000.0,376.0,15
ONE IMPERIAL,SUNGAI ARA,PENANG,FREEHOLD,CONDOMINIUM,575000.0,494.0,15
REGALIA RESIDENCE,KL CITY,KUALA LUMPUR,FREEHOLD,SERVICE RESIDENCE,616505.0,679.0,15
FLAT TAMAN PELANGI INDAH,ULU TIRAM,JOHOR,FREEHOLD,FLAT,150000.0,228.0,15
DAMIANA,ULU BERNAM,PERAK,FREEHOLD,APARTMENT,163000.0,230.0,15
TAMAN SERULING EMAS,SUNGAI JAWI,PENANG,FREEHOLD,FLAT,55000.0,100.0,15
DAMANSARA FORESTA,BANDAR SRI DAMANSARA,SELANGOR,FREEHOLD,CONDOMINIUM,690000.0,452.0,15
IMPIAN MERIDIAN,SUBANG JAYA,SELANGOR,FREEHOLD,SERVICE RESIDENCE,595000.0,551.0,15
TAMAN LTAT,BUKIT JALIL,KUALA LUMPUR,LEASEHOLD,APARTMENT,220000.0,304.0,15
TAMAN PERKASA,HULU LANGAT,SELANGOR,FREEHOLD,FLAT,225000.0,299.0,15
M'TIARA,JOHOR BAHRU,JOHOR,LEASEHOLD,APARTMENT,420000.0,420.0,15
MONT RESIDENCE,TANJONG TOKONG,PENANG,FREEHOLD,CONDOMINIUM,760000.0,795.0,15
PD TIARA BAY,PASIR PANJANG,NEGERI SEMBILAN,FREEHOLD,APARTMENT,53000.0,130.0,15
CORUS PARADISE RESORT,PORT DICKSON,NEGERI SEMBILAN,LEASEHOLD,CONDOMINIUM,160000.0,219.0,15
GURNEY PARK CONDOMINIUM,GURNEY,PENANG,FREEHOLD,CONDOMINIUM,657000.0,744.0,15
DELTA HEIGHTS,PENAMPANG,SABAH,LEASEHOLD,APARTMENT,350000.0,375.0,15
VISTA ILMU,KOTA SAMARAHAN,SARAWAK,LEASEHOLD,APARTMENT,180000.0,240.0,15
SRI LAVENDER APARTMENT,KAJANG,SELANGOR,FREEHOLD,APARTMENT,300000.0,287.0,15
